912828M72,100.396484,0,0,100.408203,0,0,
912828M72,99.404297,0,0,99.416016,0,0,
912828M72,99.310547,0,0,99.322266,0,0,
912828M72,99.285156,0,0,99.292969,0,0,
912828M72,100.154297,0,0,100.166016,0,0,
912828M72,99.720703,0,0,99.732422,0,0,
912828M72,100.939453,0,0,100.951172,0,0,
912828M72,100.880859,0,0,100.892578,0,0,
912828M72,99.480469,0,0,99.488281,0,0,
912828M72,99.322266,0,0,99.333984,0,0,
912828N22,100.097656,0,0,100.113281,0,0,
912828N22,100.898438,0,0,100.906250,0,0,
912828N22,100.453125,0,0,100.468750,0,0,
912828N22,100.173828,0,0,100.185547,0,0,
912828N22,99.193359,0,0,99.205078,0,0,
912828N22,99.781250,0,0,99.789062,0,0,
912828N22,100.394531,0,0,100.402344,0,0,
912828N22,99.046875,0,0,99.054688,0,0,
912828N22,99.185547,0,0,99.197266,0,0,
912828N22,99.630859,0,0,99.642578,0,0,
912828M98,100.140625,0,0,100.148438,0,0,
912828M98,100.011719,0,0,100.027344,0,0,
912828M98,99.337891,0,0,99.349609,0,0,
912828M98,99.359375,0,0,99.375000,0,0,
912828M98,100.664062,0,0,100.671875,0,0,
912828M98,99.794922,0,0,99.806641,0,0,
912828M98,99.597656,0,0,99.613281,0,0,
912828M98,99.324219,0,0,99.332031,0,0,
912828M98,99.046875,0,0,99.062500,0,0,
912828M98,99.447266,0,0,99.458984,0,0,
912828M80,100.125000,0,0,100.132812,0,0,
912828M80,100.855469,0,0,100.863281,0,0,
912828M80,99.429688,0,0,99.445312,0,0,
912828M80,99.238281,0,0,99.246094,0,0,
912828M80,99.246094,0,0,99.261719,0,0,
912828M80,100.980469,0,0,100.988281,0,0,
912828M80,99.238281,0,0,99.246094,0,0,
912828M80,99.488281,0,0,99.496094,0,0,
912828M80,100.906250,0,0,100.921875,0,0,
912828M80,100.410156,0,0,100.425781,0,0,
912828M56,100.554688,0,0,100.562500,0,0,
912828M56,99.351562,0,0,99.367188,0,0,
912828M56,99.917969,0,0,99.925781,0,0,
912828M56,99.222656,0,0,99.238281,0,0,
912828M56,99.189453,0,0,99.201172,0,0,
912828M56,100.230469,0,0,100.238281,0,0,
912828M56,100.917969,0,0,100.925781,0,0,
912828M56,100.849609,0,0,100.861328,0,0,
912828M56,100.003906,0,0,100.011719,0,0,
912828M56,99.984375,0,0,100.000000,0,0,
912810RP5,99.974609,0,0,99.986328,0,0,
912810RP5,99.658203,0,0,99.669922,0,0,
912810RP5,100.976562,0,0,100.984375,0,0,
912810RP5,100.808594,0,0,100.824219,0,0,
912810RP5,99.015625,0,0,99.023438,0,0,
912810RP5,100.476562,0,0,100.492188,0,0,
912810RP5,100.449219,0,0,100.464844,0,0,
912810RP5,100.736328,0,0,100.748047,0,0,
912810RP5,99.527344,0,0,99.542969,0,0,
912810RP5,100.351562,0,0,100.367188,0,0,
